| infectadas: 15.0 | suseptibles a infectarse: 5.0 | Recuperados: 0.0

Persona	time	x	y
Persona 8	6.400000000000003	47.0	35.0
Persona 9	6.400000000000003	75.0	46.0
Persona 10	6.400000000000003	9.0	83.0
Persona 11	6.400000000000003	44.0	76.0
Persona 12	6.400000000000003	79.0	90.0
Persona 13	6.400000000000003	70.0	92.0
Persona 14	6.400000000000003	61.0	40.0
Persona 15	6.400000000000003	84.0	61.0
Persona 16	6.400000000000003	84.0	43.0
Persona 17	6.400000000000003	58.0	90.0
Persona 18	6.400000000000003	99.0	12.0
Persona 19	6.400000000000003	34.0	64.0
Persona 20	6.400000000000003	6.0	41.0
Persona 1	6.600000000000003	41.0	2.0
Persona 2	6.600000000000003	15.0	8.0
Persona 3	6.600000000000003	100.0	81.0
Persona 4	6.600000000000003	51.0	69.0
Persona 5	6.600000000000003	12.0	32.0
Persona 6	6.600000000000003	20.0	93.0
Persona 7	6.600000000000003	24.0	38.0
Persona 8	6.600000000000003	48.0	36.0
Persona 9	6.600000000000003	75.0	45.0
Persona 10	6.600000000000003	8.0	83.0
Persona 11	6.600000000000003	45.0	77.0
Persona 12	6.600000000000003	78.0	91.0
Persona 13	6.600000000000003	70.0	91.0
Persona 14	6.600000000000003	62.0	41.0
Persona 15	6.600000000000003	84.0	60.0
Persona 16	6.600000000000003	84.0	42.0
Persona 17	6.600000000000003	58.0	89.0
Persona 18	6.600000000000003	98.0	13.0
Persona 19	6.600000000000003	35.0	64.0
Persona 20	6.600000000000003	5.0	42.0
Persona 1	6.800000000000003	42.0	1.0
Persona 2	6.800000000000003	14.0	9.0
Persona 3	6.800000000000003	100.0	82.0
Persona 4	6.800000000000003	52.0	69.0
Persona 5	6.800000000000003	11.0	33.0
Persona 6	6.800000000000003	21.0	93.0
Persona 7	6.800000000000003	24.0	39.0
Persona 8	6.800000000000003	49.0	37.0
Persona 9	6.800000000000003	76.0	44.0
Persona 10	6.800000000000003	7.0	83.0
Persona 11	6.800000000000003	46.0	78.0
Persona 12	6.800000000000003	77.0	92.0
Persona 13	6.800000000000003	71.0	90.0
Persona 14	6.800000000000003	62.0	42.0
Persona 15	6.800000000000003	85.0	59.0
Persona 16	6.800000000000003	85.0	41.0
Persona 17	6.800000000000003	59.0	88.0
Persona 18	6.800000000000003	97.0	14.0
Persona 19	6.800000000000003	36.0	64.0
Persona 20	6.800000000000003	4.0	43.0
Persona 1	7.0000000000000036	43.0	0.0
Persona 2	7.0000000000000036	13.0	9.0
Persona 3	7.0000000000000036	100.0	83.0
Persona 4	7.0000000000000036	53.0	70.0
Persona 5	7.0000000000000036	10.0	33.0
Persona 6	7.0000000000000036	22.0	94.0
Persona 7	7.0000000000000036	24.0	40.0
Persona 8	7.0000000000000036	49.0	38.0
Persona 9	7.0000000000000036	77.0	43.0
Persona 10	7.0000000000000036	6.0	82.0
Persona 11	7.0000000000000036	46.0	79.0
Persona 12	7.0000000000000036	76.0	92.0
Persona 13	7.0000000000000036	72.0	89.0
Persona 14	7.0000000000000036	62.0	43.0
Persona 15	7.0000000000000036	86.0	58.0
Persona 16	7.0000000000000036	86.0	40.0
Persona 17	7.0000000000000036	60.0	87.0
Persona 18	7.0000000000000036	96.0	14.0
Persona 19	7.0000000000000036	37.0	65.0
Persona 20	7.0000000000000036	3.0	43.0
Persona 1	7.200000000000004	44.0	0.0
Persona 2	7.200000000000004	12.0	9.0
Persona 3	7.200000000000004	99.0	84.0
Persona 4	7.200000000000004	54.0	71.0
Persona 5	7.200000000000004	9.0	33.0
Persona 6	7.200000000000004	23.0	95.0
Persona 7	7.200000000000004	23.0	41.0
Persona 8	7.200000000000004	48.0	39.0
Persona 9	7.200000000000004	78.0	43.0
Persona 10	7.200000000000004	5.0	81.0
Persona 11	7.200000000000004	45.0	80.0
Persona 12	7.200000000000004	75.0	92.0
Persona 13	7.200000000000004	73.0	89.0
Persona 14	7.200000000000004	61.0	44.0
Persona 15	7.200000000000004	87.0	58.0
Persona 16	7.200000000000004	87.0	40.0
Persona 17	7.200000000000004	61.0	87.0
Persona 18	7.200000000000004	95.0	14.0
Persona 19	7.200000000000004	38.0	66.0
Persona 20	7.200000000000004	2.0	43.0
Persona 1	7.400000000000004	45.0	0.0
Persona 2	7.400000000000004	11.0	8.0
Persona 3	7.400000000000004	98.0	85.0
Persona 4	7.400000000000004	54.0	72.0
Persona 5	7.400000000000004	8.0	32.0
Persona 6	7.400000000000004	23.0	96.0
Persona 7	7.400000000000004	22.0	42.0
Persona 8	7.400000000000004	47.0	40.0
Persona 9	7.400000000000004	79.0	43.0
Persona 10	7.400000000000004	5.0	80.0
Persona 11	7.400000000000004	44.0	81.0
Persona 12	7.400000000000004	74.0	91.0
Persona 13	7.400000000000004	74.0	89.0
Persona 14	7.400000000000004	60.0	45.0
Persona 15	7.400000000000004	88.0	58.0
Persona 16	7.400000000000004	88.0	40.0
Persona 17	7.400000000000004	62.0	87.0
Persona 18	7.400000000000004	94.0	13.0
Persona 19	7.400000000000004	38.0	67.0
Persona 20	7.400000000000004	1.0	42.0
Persona 1	7.600000000000004	46.0	1.0
Persona 2	7.600000000000004	10.0	7.0
Persona 3	7.600000000000004	97.0	85.0
Persona 4	7.600000000000004	54.0	73.0
Persona 5	7.600000000000004	7.0	31.0
Persona 6	7.600000000000004	23.0	97.0
Persona 7	7.600000000000004	21.0	42.0
Persona 8	7.600000000000004	46.0	41.0
Persona 9	7.600000000000004	80.0	44.0
Persona 10	7.600000000000004	5.0	79.0
Persona 11	7.600000000000004	43.0	82.0
Persona 12	7.600000000000004	73.0	90.0
Persona 13	7.600000000000004	75.0	90.0
Persona 14	7.600000000000004	59.0	45.0
Persona 15	7.600000000000004	89.0	59.0
Persona 16	7.600000000000004	89.0	41.0
Persona 17	7.600000000000004	63.0	88.0
Persona 18	7.600000000000004	93.0	12.0
Persona 19	7.600000000000004	38.0	68.0
Persona 20	7.600000000000004	0.0	41.0
Persona 1	7.800000000000004	47.0	2.0
Persona 2	7.800000000000004	10.0	6.0
Persona 3	7.800000000000004	96.0	85.0
Persona 4	7.800000000000004	53.0	74.0
Persona 5	7.800000000000004	7.0	30.0
Persona 6	7.800000000000004	22.0	98.0
Persona 7	7.800000000000004	20.0	42.0
Persona 8	7.800000000000004	45.0	41.0
Persona 9	7.800000000000004	81.0	45.0
Persona 10	7.800000000000004	6.0	78.0
Persona 11	7.800000000000004	42.0	82.0
Persona 12	7.800000000000004	73.0	89.0
Persona 13	7.800000000000004	76.0	91.0
Persona 14	7.800000000000004	58.0	45.0
Persona 15	7.800000000000004	90.0	60.0
Persona 16	7.800000000000004	90.0	42.0
Persona 17	7.800000000000004	64.0	89.0
Persona 18	7.800000000000004	93.0	11.0
Persona 19	7.800000000000004	37.0	69.0
Persona 20	7.800000000000004	0.0	40.0
Persona 1	8.000000000000004	47.0	3.0
Persona 2	8.000000000000004	10.0	5.0
Persona 3	8.000000000000004	95.0	84.0
Persona 4	8.000000000000004	52.0	75.0
Persona 5	8.000000000000004	7.0	29.0
Persona 6	8.000000000000004	21.0	99.0
Persona 7	8.000000000000004	19.0	41.0
Persona 8	8.000000000000004	44.0	40.0
Persona 9	8.000000000000004	81.0	46.0
Persona 10	8.000000000000004	7.0	77.0
Persona 11	8.000000000000004	41.0	81.0
Persona 12	8.000000000000004	73.0	88.0
Persona 13	8.000000000000004	76.0	92.0
Persona 14	8.000000000000004	57.0	44.0
Persona 15	8.000000000000004	90.0	61.0
Persona 16	8.000000000000004	90.0	43.0
Persona 17	8.000000000000004	64.0	90.0
Persona 18	8.000000000000004	93.0	10.0
Persona 19	8.000000000000004	36.0	70.0
Persona 20	8.000000000000004	0.0	39.0
Persona 1	8.200000000000003	46.0	4.0
Persona 2	8.200000000000003	11.0	4.0
Persona 3	8.200000000000003	94.0	83.0
Persona 4	8.200000000000003	51.0	75.0
Persona 5	8.200000000000003	8.0	28.0
Persona 6	8.200000000000003	20.0	99.0
Persona 7	8.200000000000003	18.0	40.0
Persona 8	8.200000000000003	43.0	39.0
Persona 9	8.200000000000003	80.0	47.0
Persona 10	8.200000000000003	8.0	77.0
Persona 11	8.200000000000003	40.0	80.0
Persona 12	8.200000000000003	74.0	87.0
Persona 13	8.200000000000003	75.0	93.0
Persona 14	8.200000000000003	56.0	43.0
Persona 15	8.200000000000003	89.0	62.0
Persona 16	8.200000000000003	89.0	44.0
Persona 17	8.200000000000003	63.0	91.0
Persona 18	8.200000000000003	94.0	9.0
Persona 19	8.200000000000003	35.0	70.0
Persona 20	8.200000000000003	1.0	38.0
Persona 1	8.400000000000002	45.0	5.0
Persona 2	8.400000000000002	12.0	3.0
Persona 3	8.400000000000002	94.0	82.0
Persona 4	8.400000000000002	50.0	75.0
Persona 5	8.400000000000002	9.0	27.0
Persona 6	8.400000000000002	19.0	99.0
Persona 7	8.400000000000002	18.0	39.0
Persona 8	8.400000000000002	43.0	38.0
Persona 9	8.400000000000002	79.0	48.0
Persona 10	8.400000000000002	9.0	77.0
Persona 11	8.400000000000002	40.0	79.0
Persona 12	8.400000000000002	75.0	86.0
Persona 13	8.400000000000002	74.0	94.0
Persona 14	8.400000000000002	56.0	42.0
Persona 15	8.400000000000002	88.0	63.0
Persona 16	8.400000000000002	88.0	45.0
Persona 17	8.400000000000002	62.0	92.0
Persona 18	8.400000000000002	95.0	8.0
Persona 19	8.400000000000002	34.0	70.0
Persona 20	8.400000000000002	2.0	37.0
Persona 1	8.600000000000001	44.0	6.0
Persona 2	8.600000000000001	13.0	3.0
Persona 3	8.600000000000001	94.0	81.0
Persona 4	8.600000000000001	49.0	74.0
Persona 5	8.600000000000001	10.0	27.0
Persona 6	8.600000000000001	18.0	98.0
Persona 7	8.600000000000001	18.0	38.0
Persona 8	8.600000000000001	43.0	37.0
Persona 9	8.600000000000001	78.0	49.0
Persona 10	8.600000000000001	10.0	78.0
Persona 11	8.600000000000001	40.0	78.0
Persona 12	8.600000000000001	76.0	86.0
Persona 13	8.600000000000001	73.0	95.0
Persona 14	8.600000000000001	56.0	41.0
Persona 15	8.600000000000001	87.0	64.0
Persona 16	8.600000000000001	87.0	46.0
Persona 17	8.600000000000001	61.0	93.0
Persona 18	8.600000000000001	96.0	8.0
Persona 19	8.600000000000001	33.0	69.0
Persona 20	8.600000000000001	3.0	37.0
Persona 1	8.8	43.0	6.0
Persona 2	8.8	14.0	3.0
Persona 3	8.8	95.0	80.0
Persona 4	8.8	48.0	73.0
Persona 5	8.8	11.0	27.0
Persona 6	8.8	17.0	97.0
Persona 7	8.8	19.0	37.0
Persona 8	8.8	44.0	36.0
Persona 9	8.8	77.0	49.0
Persona 10	8.8	11.0	79.0
Persona 11	8.8	41.0	77.0
Persona 12	8.8	77.0	86.0
Persona 13	8.8	72.0	95.0
Persona 14	8.8	57.0	40.0
Persona 15	8.8	86.0	64.0
Persona 16	8.8	86.0	46.0
Persona 17	8.8	60.0	93.0
Persona 18	8.8	97.0	8.0
Persona 19	8.8	32.0	68.0
Persona 20	8.8	4.0	37.0
Persona 1	9.0	42.0	5.0
Persona 2	9.0	15.0	4.0
Persona 3	9.0	96.0	79.0
Persona 4	9.0	48.0	72.0
Persona 5	9.0	12.0	28.0
Persona 6	9.0	17.0	96.0
Persona 7	9.0	20.0	36.0
Persona 8	9.0	45.0	35.0
Persona 9	9.0	76.0	48.0
Persona 10	9.0	11.0	80.0
Persona 11	9.0	42.0	76.0
Persona 12	9.0	78.0	87.0
Persona 13	9.0	71.0	94.0
Persona 14	9.0	58.0	39.0
Persona 15	9.0	85.0	63.0
Persona 16	9.0	85.0	45.0
Persona 17	9.0	59.0	92.0
Persona 18	9.0	98.0	9.0
Persona 19	9.0	32.0	67.0
Persona 20	9.0	5.0	38.0
Persona 1	9.2	41.0	4.0
Persona 2	9.2	16.0	5.0
Persona 3	9.2	97.0	79.0
Persona 4	9.2	48.0	71.0
Persona 5	9.2	13.0	29.0
Persona 6	9.2	17.0	95.0
Persona 7	9.2	21.0	36.0
Persona 8	9.2	46.0	35.0
Persona 9	9.2	75.0	47.0
Persona 10	9.2	10.0	81.0
Persona 11	9.2	43.0	76.0
Persona 12	9.2	79.0	88.0
Persona 13	9.2	70.0	93.0
Persona 14	9.2	59.0	39.0
Persona 15	9.2	84.0	62.0
Persona 16	9.2	84.0	44.0
Persona 17	9.2	58.0	91.0
Persona 18	9.2	99.0	10.0
Persona 19	9.2	32.0	66.0
Persona 20	9.2	6.0	39.0
Persona 1	9.399999999999999	41.0	3.0
Persona 2	9.399999999999999	16.0	6.0
Persona 3	9.399999999999999	98.0	79.0
Persona 4	9.399999999999999	49.0	70.0
Persona 5	9.399999999999999	13.0	30.0
Persona 6	9.399999999999999	18.0	94.0
Persona 7	9.399999999999999	22.0	36.0
Persona 8	9.399999999999999	47.0	35.0
Persona 9	9.399999999999999	75.0	46.0
Persona 10	9.399999999999999	9.0	82.0
Persona 11	9.399999999999999	44.0	76.0
Persona 12	9.399999999999999	79.0	89.0
Persona 13	9.399999999999999	70.0	92.0
Persona 14	9.399999999999999	60.0	39.0
Persona 15	9.399999999999999	84.0	61.0
Persona 16	9.399999999999999	84.0	43.0
Persona 17	9.399999999999999	58.0	90.0
Persona 18	9.399999999999999	99.0	11.0
Persona 19	9.399999999999999	33.0	65.0
Persona 20	9.399999999999999	6.0	40.0
Persona 1	9.599999999999998	41.0	2.0
Persona 2	9.599999999999998	16.0	7.0
Persona 3	9.599999999999998	99.0	80.0
Persona 4	9.599999999999998	50.0	69.0
Persona 5	9.599999999999998	13.0	31.0
Persona 6	9.599999999999998	19.0	93.0
Persona 7	9.599999999999998	23.0	37.0
Persona 8	9.599999999999998	48.0	36.0
Persona 9	9.599999999999998	75.0	45.0
Persona 10	9.599999999999998	8.0	83.0
Persona 11	9.599999999999998	45.0	77.0
Persona 12	9.599999999999998	79.0	90.0
Persona 13	9.599999999999998	70.0	91.0
Persona 14	9.599999999999998	61.0	40.0
Persona 15	9.599999999999998	84.0	60.0
Persona 16	9.599999999999998	84.0	42.0
Persona 17	9.599999999999998	58.0	89.0
Persona 18	9.599999999999998	99.0	12.0
Persona 19	9.599999999999998	34.0	64.0
Persona 20	9.599999999999998	6.0	41.0
Persona 1	9.799999999999997	42.0	1.0
Persona 2	9.799999999999997	15.0	8.0
Persona 3	9.799999999999997	100.0	81.0
Persona 4	9.799999999999997	51.0	69.0
Persona 5	9.799999999999997	12.0	32.0
Persona 6	9.799999999999997	20.0	93.0
Persona 7	9.799999999999997	24.0	38.0
Persona 8	9.799999999999997	49.0	37.0
Persona 9	9.799999999999997	76.0	44.0
Persona 10	9.799999999999997	7.0	83.0
Persona 11	9.799999999999997	46.0	78.0
Persona 12	9.799999999999997	78.0	91.0
Persona 13	9.799999999999997	71.0	90.0
Persona 14	9.799999999999997	62.0	41.0
Persona 15	9.799999999999997	85.0	59.0
Persona 16	9.799999999999997	85.0	41.0
Persona 17	9.799999999999997	59.0	88.0
Persona 18	9.799999999999997	98.0	13.0
Persona 19	9.799999999999997	35.0	64.0
Persona 20	9.799999999999997	5.0	42.0
Persona 1	9.999999999999996	43.0	0.0
Persona 2	9.999999999999996	14.0	9.0
Persona 3	9.999999999999996	100.0	82.0
Persona 4	9.999999999999996	52.0	69.0
Persona 5	9.999999999999996	11.0	33.0
Persona 6	9.999999999999996	21.0	93.0
Persona 7	9.999999999999996	24.0	39.0
Persona 8	9.999999999999996	49.0	38.0
Persona 9	9.999999999999996	77.0	43.0
Persona 10	9.999999999999996	6.0	82.0
Persona 11	9.999999999999996	46.0	79.0
Persona 12	9.999999999999996	77.0	92.0
Persona 13	9.999999999999996	72.0	89.0
Persona 14	9.999999999999996	62.0	42.0
Persona 15	9.999999999999996	86.0	58.0
Persona 16	9.999999999999996	86.0	40.0
Persona 17	9.999999999999996	60.0	87.0
Persona 18	9.999999999999996	97.0	14.0
Persona 19	9.999999999999996	36.0	64.0
Persona 20	9.999999999999996	4.0	43.0
| infectadas: 20.0 | suseptibles a infectarse: 0.0 | Recuperados: 0.0

